STN,TIME,PMSL,ALTM,TMPC,DWPC,RELH,DRCT,SPED,GUMS,PEAK,VSBK,LCHD,CLHL,MCHD,CLHM,HCHD,CLHH,CFRT,WMTR,T6NC,T6XC,P01M,P03M,P06M
VECC,2026-01-25 06:00:00,,1017.00,26,12,42,260,3,,,2.6,,,,,,,,HZ,,,,,
VECC,2026-01-25 06:30:00,,1016.00,26,12,42,240,3,,,2.6,,,,,,,,HZ,,,,,
VECC,2026-01-25 07:00:00,,1016.00,26,13,45,310,3,,,2.8,,,,,,,,HZ,,,,,
VECC,2026-01-25 07:30:00,,1015.00,27,11,37,280,4,,,3.2,,,,,,,,HZ,,,,,
VECC,2026-01-25 08:00:00,,1015.00,27,10,34,300,4,,,3.2,,,,,,,,HZ,,,,,
VECC,2026-01-25 08:30:00,,1015.00,27,10,34,310,4,,,3.2,,,,,,,,HZ,,,,,
VECC,2026-01-25 09:00:00,,1014.00,27,10,34,320,4,,,3.2,,,,,,,,HZ,,,,,
VECC,2026-01-25 09:30:00,,1014.00,27,9,32,310,3,,,3.2,,,,,,,,HZ,,,,,
VECC,2026-01-25 10:00:00,,1014.00,27,10,34,300,4,,,3.2,,,,,,,,HZ,,,,,
VECC,2026-01-25 10:30:00,,1014.00,26,9,34,310,4,,,3.4,,,,,,,,HZ,,,,,
VECC,2026-01-25 11:00:00,,1015.00,26,8,32,310,4,,,3.6,,,,,,,,HZ,,,,,
VECC,2026-01-25 11:30:00,,1015.00,25,8,34,320,3,,,3.5,,,,,,,,HZ,,,,,
VECC,2026-01-25 12:00:00,,1015.00,25,8,34,310,3,,,3.5,,,,,,,,HZ,,,,,
VECC,2026-01-25 12:30:00,,1015.00,24,8,36,300,3,,,3.5,,,,,,,,HZ,,,,,
VECC,2026-01-25 13:00:00,,1015.00,23,9,41,350,2,,,3.5,,,,,,,,HZ,,,,,
VECC,2026-01-25 13:30:00,,1016.00,23,9,41,320,2,,,3.5,,,,,,,,HZ,,,,,
VECC,2026-01-25 14:00:00,,1016.00,21,10,49,350,3,,,3.5,,,,,,,,HZ,,,,,
VECC,2026-01-25 14:30:00,,1016.00,21,10,49,340,3,,,3.5,,,,,,,,HZ,,,,,
VECC,2026-01-25 15:00:00,,1016.00,21,10,49,350,3,,,3.5,,,,,,,,HZ,,,,,
VECC,2026-01-25 15:30:00,,1017.00,20,10,53,350,2,,,3.5,,,,,,,,HZ,,,,,
VECC,2026-01-25 16:00:00,,1017.00,20,10,53,10,2,,,3.2,,,,,,,,HZ,,,,,
VECC,2026-01-25 16:30:00,,1017.00,20,11,56,350,2,,,3.2,,,,,,,,HZ,,,,,
VECC,2026-01-25 17:00:00,,1017.00,20,11,56,0,0,,,3.2,,,,,,,,HZ,,,,,
VECC,2026-01-25 17:30:00,,1017.00,20,11,56,0,0,,,3.2,,,,,,,,HZ,,,,,
VECC,2026-01-25 18:00:00,,1017.00,20,11,56,0,0,,,3.0,,,,,,,,HZ,,,,,
